return_id,order_id,order_line_id,return_date,return_reason,refund_amount,resolution
RE0008588,OR0100483,OL000234332,2023-04-27,Duplicate Order,79.92,Store Credit
RE0008589,OR0021627,OL000050455,2024-06-11,Price Match,39.46,Store Credit
RE0008590,OR0003228,OL000007576,2025-08-03,Quality Issue,10.86,Store Credit
RE0008591,OR0109674,OL000255888,2024-09-26,Duplicate Order,5.03,Refunded
RE0008592,OR0089001,OL000207554,2023-04-21,Late Delivery,4.89,Refunded
RE0008593,OR0050493,OL000117646,2024-05-18,Changed Mind,249.97,Refunded
RE0008594,OR0084587,OL000197210,2025-01-26,Wrong Item,86.09,Exchange
RE0008595,OR0076181,OL000177783,2023-06-01,Quality Issue,30.2,Exchange
RE0008596,OR0072009,OL000168059,2024-01-26,Changed Mind,65.92,Refunded
RE0008597,OR0011748,OL000027645,2025-08-20,Late Delivery,31.02,Store Credit
RE0008598,OR0021698,OL000050611,2024-11-18,Changed Mind,30.82,Refunded
RE0008599,OR0003941,OL000009225,2025-06-02,Late Delivery,48.88,Exchange
RE0008600,OR0041928,OL000097680,2023-02-23,Late Delivery,2.83,Exchange
RE0008601,OR0079523,OL000185401,2024-04-19,Changed Mind,97.65,Refunded
RE0008602,OR0025066,OL000058522,2025-10-24,Wrong Item,104.92,Store Credit
RE0008603,OR0080123,OL000186785,2025-03-21,Changed Mind,68.4,Refunded
RE0008604,OR0080415,OL000187470,2025-10-05,Damaged,50.14,Refunded
RE0008605,OR0004501,OL000010490,2024-07-01,Late Delivery,31.84,Refunded
RE0008606,OR0099226,OL000231464,2023-07-06,Damaged,11.83,Exchange
RE0008607,OR0113139,OL000263946,2025-03-08,Duplicate Order,23.42,Refunded
RE0008608,OR0060734,OL000141768,2023-11-01,Duplicate Order,1214.87,Refunded
RE0008609,OR0014355,OL000033644,2025-04-28,Duplicate Order,353.48,Store Credit
RE0008610,OR0059890,OL000139826,2023-12-17,Quality Issue,148.35,Exchange
RE0008611,OR0002483,OL000005864,2024-03-17,Late Delivery,229.15,Refunded
RE0008612,OR0016263,OL000037990,2024-08-10,Changed Mind,5.04,Exchange
RE0008613,OR0049342,OL000114896,2023-09-21,Damaged,2.5,Refunded
RE0008614,OR0079049,OL000184332,2025-01-08,Changed Mind,26.73,Refunded
RE0008615,OR0054659,OL000127539,2023-06-19,Wrong Item,112.61,Exchange
RE0008616,OR0094363,OL000220191,2025-03-29,Price Match,60.25,Refunded
RE0008617,OR0030707,OL000071701,2024-07-19,Duplicate Order,72.45,Exchange
RE0008618,OR0086169,OL000200886,2023-11-12,Late Delivery,137.96,Refunded
RE0008619,OR0050246,OL000117044,2025-06-22,Damaged,72.93,Refunded
RE0008620,OR0049082,OL000114265,2023-07-05,Wrong Item,248.7,Refunded
RE0008621,OR0039834,OL000092795,2024-02-04,Duplicate Order,9.42,Store Credit
RE0008622,OR0054738,OL000127748,2025-04-08,Damaged,10.25,Store Credit
RE0008623,OR0089664,OL000209093,2026-01-02,Duplicate Order,112.56,Refunded
RE0008624,OR0064346,OL000150261,2024-04-08,Duplicate Order,16.06,Store Credit
RE0008625,OR0099907,OL000233028,2025-09-02,Damaged,8.85,Exchange
RE0008626,OR0014302,OL000033524,2024-12-29,Damaged,102.56,Store Credit
RE0008627,OR0060974,OL000142355,2024-10-18,Late Delivery,35.73,Refunded
RE0008628,OR0111814,OL000260831,2024-11-26,Quality Issue,15.33,Refunded
RE0008629,OR0004736,OL000011052,2024-08-23,Wrong Item,42.11,Exchange
RE0008630,OR0027375,OL000063913,2023-10-30,Late Delivery,55.86,Store Credit
RE0008631,OR0033652,OL000078428,2025-06-11,Changed Mind,36.11,Refunded
RE0008632,OR0048994,OL000114038,2023-05-13,Duplicate Order,33.74,Refunded
RE0008633,OR0039675,OL000092408,2024-11-20,Late Delivery,24.61,Refunded
RE0008634,OR0043486,OL000101266,2025-02-05,Quality Issue,31.66,Refunded
RE0008635,OR0019854,OL000046315,2024-04-17,Damaged,106.83,Refunded
RE0008636,OR0113270,OL000264262,2024-06-04,Quality Issue,33.94,Store Credit
RE0008637,OR0019174,OL000044736,2025-04-19,Duplicate Order,156.2,Refunded
RE0008638,OR0028308,OL000066110,2023-12-25,Wrong Item,89.63,Refunded
RE0008639,OR0113664,OL000265131,2024-05-19,Quality Issue,238.38,Refunded
RE0008640,OR0013447,OL000031531,2024-07-25,Changed Mind,167.25,Exchange
RE0008641,OR0014222,OL000033340,2024-03-27,Quality Issue,14.25,Refunded
RE0008642,OR0109666,OL000255859,2025-07-12,Duplicate Order,8.38,Refunded
RE0008643,OR0076353,OL000178139,2024-08-13,Duplicate Order,23.98,Refunded
RE0008644,OR0018798,OL000043881,2025-07-04,Price Match,17.51,Store Credit
RE0008645,OR0036819,OL000085686,2024-03-21,Changed Mind,22.49,Store Credit
RE0008646,OR0011915,OL000028017,2023-07-20,Quality Issue,79.91,Refunded
RE0008647,OR0089965,OL000209824,2024-06-12,Wrong Item,58.63,Refunded
RE0008648,OR0013029,OL000030564,2025-03-21,Quality Issue,73.91,Exchange
RE0008649,OR0121268,OL000282765,2025-08-09,Price Match,282.21,Refunded
RE0008650,OR0094566,OL000220664,2026-02-07,Damaged,8.53,Refunded
RE0008651,OR0039347,OL000091619,2025-03-17,Late Delivery,27.36,Refunded
RE0008652,OR0088590,OL000206614,2025-10-15,Price Match,50.8,Refunded
RE0008653,OR0006153,OL000014458,2024-01-17,Damaged,7.46,Refunded
RE0008654,OR0040859,OL000095142,2023-06-28,Damaged,345.36,Refunded
RE0008655,OR0073138,OL000170670,2025-03-04,Duplicate Order,195.22,Refunded
RE0008656,OR0064625,OL000150956,2024-12-13,Changed Mind,135.57,Refunded
RE0008657,OR0094616,OL000220777,2023-07-15,Price Match,15.89,Refunded
RE0008658,OR0082790,OL000192984,2024-10-19,Changed Mind,114.8,Exchange
RE0008659,OR0097190,OL000226716,2023-06-10,Changed Mind,4.97,Refunded
RE0008660,OR0083898,OL000195580,2025-11-18,Wrong Item,268.53,Refunded
RE0008661,OR0103156,OL000240639,2024-01-18,Wrong Item,3.55,Refunded
RE0008662,OR0042657,OL000099332,2024-06-25,Quality Issue,45.72,Refunded
RE0008663,OR0009283,OL000021838,2025-06-11,Damaged,10.87,Refunded
RE0008664,OR0016006,OL000037367,2024-12-29,Late Delivery,100.94,Store Credit
RE0008665,OR0102747,OL000239679,2025-01-22,Damaged,144.64,Refunded
RE0008666,OR0091709,OL000213953,2024-09-05,Price Match,19.75,Exchange
RE0008667,OR0094682,OL000220928,2024-03-21,Damaged,73.12,Refunded
RE0008668,OR0080041,OL000186601,2023-03-31,Changed Mind,238.79,Refunded
RE0008669,OR0018231,OL000042494,2024-06-04,Price Match,150.56,Refunded
RE0008670,OR0098029,OL000228667,2025-10-12,Duplicate Order,115.82,Exchange
RE0008671,OR0035210,OL000082013,2024-03-15,Damaged,19.38,Refunded
RE0008672,OR0108298,OL000252696,2024-04-17,Quality Issue,491.82,Refunded
RE0008673,OR0011166,OL000026328,2024-08-20,Changed Mind,172.02,Store Credit
RE0008674,OR0012030,OL000028288,2025-10-05,Price Match,114.4,Exchange
RE0008675,OR0050294,OL000117161,2024-12-13,Late Delivery,10.49,Exchange
RE0008676,OR0127897,OL000298217,2024-12-18,Late Delivery,4.03,Store Credit
RE0008677,OR0049808,OL000115989,2023-10-10,Quality Issue,338.92,Refunded
RE0008678,OR0017370,OL000040551,2023-06-08,Price Match,374.72,Exchange
RE0008679,OR0029351,OL000068552,2026-01-06,Changed Mind,179.65,Exchange
RE0008680,OR0099787,OL000232752,2023-06-08,Damaged,14.82,Refunded
RE0008681,OR0032331,OL000075397,2025-05-04,Quality Issue,83.08,Refunded
RE0008682,OR0000012,OL000000031,2024-03-04,Price Match,533.65,Exchange
RE0008683,OR0086917,OL000202684,2025-06-23,Duplicate Order,10.71,Exchange
RE0008684,OR0032776,OL000076386,2024-10-14,Quality Issue,4.49,Refunded
RE0008685,OR0109185,OL000254737,2024-07-31,Price Match,56.69,Refunded
RE0008686,OR0123549,OL000288147,2023-06-23,Changed Mind,12.16,Refunded
RE0008687,OR0038585,OL000089895,2024-03-19,Changed Mind,57.89,Exchange
RE0008688,OR0083435,OL000194457,2024-12-07,Quality Issue,28.34,Refunded
RE0008689,OR0047706,OL000111073,2026-02-02,Wrong Item,163.73,Refunded
RE0008690,OR0093931,OL000219218,2023-11-20,Changed Mind,22.42,Refunded
RE0008691,OR0092060,OL000214794,2025-05-13,Changed Mind,15.76,Exchange
RE0008692,OR0042372,OL000098682,2025-10-03,Changed Mind,53.27,Refunded
RE0008693,OR0044105,OL000102741,2024-11-05,Damaged,15.13,Refunded
RE0008694,OR0114583,OL000267349,2025-02-03,Duplicate Order,1.75,Exchange
RE0008695,OR0122510,OL000285698,2025-12-28,Changed Mind,4.52,Exchange
RE0008696,OR0097624,OL000227719,2023-09-11,Quality Issue,52.41,Refunded
RE0008697,OR0030588,OL000071424,2023-10-14,Late Delivery,56.89,Refunded
RE0008698,OR0056413,OL000131763,2024-01-16,Damaged,30.21,Refunded
RE0008699,OR0003323,OL000007803,2024-01-01,Price Match,11.85,Refunded
RE0008700,OR0124802,OL000291073,2024-10-31,Quality Issue,104.36,Refunded
RE0008701,OR0097571,OL000227599,2024-03-27,Quality Issue,496.79,Refunded
RE0008702,OR0029379,OL000068622,2023-10-08,Price Match,5.41,Exchange
RE0008703,OR0059604,OL000139171,2024-12-23,Wrong Item,53.09,Refunded
RE0008704,OR0061249,OL000142965,2025-07-01,Changed Mind,7.38,Refunded
RE0008705,OR0041772,OL000097326,2023-07-10,Price Match,217.3,Refunded
RE0008706,OR0107370,OL000250541,2023-06-08,Quality Issue,43.01,Exchange
RE0008707,OR0009212,OL000021676,2023-10-31,Changed Mind,10.51,Exchange
RE0008708,OR0097518,OL000227495,2023-04-07,Wrong Item,98.47,Refunded
RE0008709,OR0021998,OL000051286,2025-06-01,Duplicate Order,32.6,Refunded
RE0008710,OR0001877,OL000004411,2025-07-31,Duplicate Order,69.81,Refunded
RE0008711,OR0086998,OL000202893,2024-12-19,Damaged,4.2,Refunded
RE0008712,OR0071807,OL000167567,2024-08-31,Late Delivery,4.13,Refunded
RE0008713,OR0093420,OL000217977,2025-11-11,Price Match,152.75,Refunded
RE0008714,OR0007072,OL000016611,2023-10-20,Wrong Item,7.39,Refunded
RE0008715,OR0018612,OL000043421,2025-07-17,Quality Issue,0.9,Refunded
RE0008716,OR0113145,OL000263965,2025-04-26,Quality Issue,16.51,Refunded
RE0008717,OR0033371,OL000077746,2023-06-02,Late Delivery,32.23,Refunded
RE0008718,OR0068148,OL000159084,2024-05-10,Quality Issue,9.28,Exchange
RE0008719,OR0066359,OL000154959,2024-11-20,Price Match,418.63,Exchange
RE0008720,OR0087309,OL000203600,2023-10-13,Price Match,17.57,Exchange
RE0008721,OR0008001,OL000018846,2024-10-04,Price Match,674.97,Exchange
RE0008722,OR0046580,OL000108439,2025-11-27,Wrong Item,126.33,Exchange
RE0008723,OR0047003,OL000109466,2025-12-19,Damaged,56.93,Refunded
RE0008724,OR0040778,OL000094976,2024-08-23,Damaged,35.35,Refunded
RE0008725,OR0059476,OL000138883,2024-02-10,Late Delivery,3.73,Refunded
RE0008726,OR0056862,OL000132813,2025-08-30,Late Delivery,52.03,Exchange
RE0008727,OR0006645,OL000015595,2024-03-07,Quality Issue,6.81,Exchange
RE0008728,OR0047729,OL000111128,2024-09-10,Quality Issue,19.25,Refunded
RE0008729,OR0104630,OL000244186,2025-08-06,Late Delivery,60.64,Store Credit
RE0008730,OR0065519,OL000152980,2025-01-12,Late Delivery,101.78,Refunded
RE0008731,OR0051493,OL000120042,2024-02-12,Quality Issue,49.08,Refunded
RE0008732,OR0005810,OL000013623,2024-06-26,Wrong Item,207.46,Refunded
RE0008733,OR0071287,OL000166390,2025-12-14,Wrong Item,8.0,Store Credit
RE0008734,OR0109982,OL000256574,2023-12-30,Price Match,105.17,Exchange
RE0008735,OR0035851,OL000083528,2024-08-17,Duplicate Order,33.9,Refunded
RE0008736,OR0084829,OL000197774,2025-04-08,Damaged,6.53,Store Credit
RE0008737,OR0007120,OL000016746,2026-02-19,Quality Issue,60.22,Refunded
RE0008738,OR0097917,OL000228394,2023-07-07,Late Delivery,11.64,Refunded
RE0008739,OR0067896,OL000158499,2025-10-07,Damaged,32.33,Store Credit
RE0008740,OR0098674,OL000230163,2025-07-18,Changed Mind,33.05,Refunded
RE0008741,OR0089473,OL000208657,2025-05-01,Quality Issue,50.15,Refunded
RE0008742,OR0031572,OL000073651,2024-08-07,Late Delivery,248.63,Refunded
RE0008743,OR0027925,OL000065220,2024-07-01,Damaged,122.62,Store Credit
RE0008744,OR0031366,OL000073190,2024-04-30,Price Match,131.91,Exchange
RE0008745,OR0112645,OL000262765,2025-09-13,Late Delivery,99.12,Refunded
RE0008746,OR0095426,OL000222637,2024-11-08,Changed Mind,181.91,Refunded
RE0008747,OR0045363,OL000105575,2023-08-30,Late Delivery,32.83,Exchange
RE0008748,OR0092933,OL000216841,2024-06-16,Changed Mind,14.84,Refunded
RE0008749,OR0105885,OL000247117,2024-11-30,Quality Issue,95.52,Exchange
RE0008750,OR0118864,OL000277140,2024-12-02,Quality Issue,60.55,Refunded
RE0008751,OR0108821,OL000253894,2024-07-12,Damaged,20.45,Refunded
RE0008752,OR0089140,OL000207873,2024-11-04,Wrong Item,168.65,Refunded
RE0008753,OR0070397,OL000164320,2025-05-02,Price Match,84.16,Refunded
RE0008754,OR0079336,OL000184951,2025-04-17,Duplicate Order,71.89,Store Credit
RE0008755,OR0033511,OL000078068,2025-05-10,Quality Issue,339.01,Refunded
RE0008756,OR0073368,OL000171226,2025-01-02,Changed Mind,71.03,Refunded
RE0008757,OR0068667,OL000160265,2024-01-29,Damaged,138.43,Exchange
RE0008758,OR0102546,OL000239188,2023-06-15,Wrong Item,51.43,Refunded
RE0008759,OR0015274,OL000035699,2024-06-07,Wrong Item,5.8,Store Credit
RE0008760,OR0018963,OL000044267,2025-09-25,Quality Issue,57.03,Store Credit
RE0008761,OR0085997,OL000200486,2025-03-08,Quality Issue,41.8,Refunded
RE0008762,OR0106695,OL000248996,2025-09-03,Price Match,10.95,Refunded
RE0008763,OR0025917,OL000060578,2025-05-20,Quality Issue,36.99,Store Credit
RE0008764,OR0007552,OL000017781,2023-08-28,Damaged,2.83,Refunded
RE0008765,OR0114299,OL000266650,2024-01-16,Wrong Item,236.41,Exchange
RE0008766,OR0098355,OL000229390,2023-06-02,Price Match,24.63,Refunded
RE0008767,OR0016200,OL000037826,2024-04-28,Wrong Item,51.9,Exchange
RE0008768,OR0097826,OL000228180,2024-07-06,Price Match,14.29,Exchange
RE0008769,OR0129136,OL000301150,2024-04-01,Wrong Item,12.32,Refunded
RE0008770,OR0120122,OL000280044,2024-02-24,Quality Issue,7.09,Refunded
RE0008771,OR0127554,OL000297454,2023-07-30,Quality Issue,28.13,Refunded
RE0008772,OR0121410,OL000283095,2023-06-25,Duplicate Order,4.74,Store Credit
RE0008773,OR0081051,OL000188925,2025-04-10,Late Delivery,27.13,Store Credit
RE0008774,OR0005161,OL000012045,2025-11-09,Late Delivery,2.63,Store Credit
RE0008775,OR0024879,OL000058070,2024-03-24,Price Match,19.69,Refunded
RE0008776,OR0042393,OL000098720,2023-12-31,Late Delivery,108.16,Refunded
RE0008777,OR0096559,OL000225252,2026-01-04,Duplicate Order,119.04,Refunded
RE0008778,OR0085323,OL000198927,2025-12-18,Changed Mind,15.19,Refunded
RE0008779,OR0070655,OL000164913,2024-08-28,Damaged,9.25,Refunded
RE0008780,OR0011914,OL000028014,2023-12-29,Changed Mind,39.63,Exchange
RE0008781,OR0029092,OL000067932,2023-01-23,Changed Mind,23.94,Refunded
RE0008782,OR0053969,OL000125904,2024-01-28,Wrong Item,45.73,Refunded
RE0008783,OR0125244,OL000292096,2024-11-21,Changed Mind,21.84,Refunded
RE0008784,OR0074408,OL000173651,2025-09-27,Duplicate Order,5.45,Store Credit
RE0008785,OR0072006,OL000168050,2025-08-20,Damaged,2.09,Refunded
RE0008786,OR0034167,OL000079608,2025-01-05,Duplicate Order,1661.33,Refunded
RE0008787,OR0025696,OL000060041,2025-07-21,Changed Mind,88.83,Exchange
RE0008788,OR0122689,OL000286087,2024-03-21,Late Delivery,146.9,Store Credit
RE0008789,OR0023023,OL000053613,2025-02-06,Damaged,6.43,Exchange
RE0008790,OR0090607,OL000211396,2023-07-07,Damaged,190.5,Refunded
RE0008791,OR0095018,OL000221702,2023-09-07,Wrong Item,11.67,Refunded
RE0008792,OR0006999,OL000016423,2024-08-07,Duplicate Order,49.02,Refunded
RE0008793,OR0011522,OL000027131,2024-03-23,Quality Issue,31.99,Refunded
RE0008794,OR0086273,OL000201150,2024-05-23,Damaged,184.97,Refunded
RE0008795,OR0020838,OL000048598,2023-09-01,Duplicate Order,38.42,Exchange
RE0008796,OR0113298,OL000264322,2024-09-16,Changed Mind,16.52,Refunded
RE0008797,OR0121058,OL000282285,2025-11-07,Damaged,56.02,Refunded
RE0008798,OR0029850,OL000069721,2025-06-28,Price Match,97.02,Store Credit
RE0008799,OR0096381,OL000224825,2025-07-31,Wrong Item,79.29,Store Credit
RE0008800,OR0033361,OL000077712,2023-07-24,Changed Mind,46.07,Exchange
RE0008801,OR0079388,OL000185063,2026-01-29,Price Match,4.9,Exchange
RE0008802,OR0048539,OL000113045,2024-09-07,Wrong Item,16.04,Refunded
RE0008803,OR0106673,OL000248945,2025-02-13,Price Match,159.52,Refunded
RE0008804,OR0023495,OL000054732,2024-09-13,Late Delivery,2.9,Refunded
RE0008805,OR0026216,OL000061250,2025-12-30,Late Delivery,5.05,Refunded
RE0008806,OR0033604,OL000078315,2025-11-21,Quality Issue,538.86,Exchange
RE0008807,OR0076136,OL000177673,2023-04-05,Quality Issue,49.37,Refunded
RE0008808,OR0028271,OL000066019,2025-03-11,Late Delivery,4.44,Refunded
RE0008809,OR0077324,OL000180358,2025-06-18,Duplicate Order,19.45,Refunded
RE0008810,OR0112577,OL000262604,2024-12-19,Wrong Item,10.99,Exchange
RE0008811,OR0110323,OL000257385,2025-01-21,Changed Mind,46.27,Refunded
RE0008812,OR0090064,OL000210042,2024-10-27,Price Match,160.07,Exchange
RE0008813,OR0126230,OL000294416,2025-11-19,Quality Issue,8.59,Refunded
RE0008814,OR0059901,OL000139847,2025-04-02,Wrong Item,11.39,Exchange
RE0008815,OR0108916,OL000254104,2025-03-14,Wrong Item,41.68,Store Credit
RE0008816,OR0112885,OL000263316,2025-06-11,Damaged,5.94,Refunded
RE0008817,OR0013324,OL000031250,2025-02-10,Late Delivery,89.63,Refunded
RE0008818,OR0104285,OL000243349,2023-07-19,Duplicate Order,2.96,Refunded
RE0008819,OR0108864,OL000253989,2025-05-07,Damaged,74.66,Refunded
RE0008820,OR0072092,OL000168264,2024-09-07,Wrong Item,248.25,Store Credit
RE0008821,OR0020506,OL000047807,2024-10-27,Wrong Item,202.89,Exchange
RE0008822,OR0066454,OL000155180,2024-01-30,Changed Mind,204.4,Refunded
RE0008823,OR0090900,OL000212087,2024-08-13,Quality Issue,22.69,Store Credit
RE0008824,OR0052210,OL000121755,2024-09-01,Changed Mind,679.83,Store Credit
RE0008825,OR0004266,OL000009976,2025-04-18,Damaged,213.69,Refunded
RE0008826,OR0059765,OL000139528,2023-10-12,Price Match,60.38,Refunded
RE0008827,OR0012382,OL000029077,2025-04-25,Late Delivery,293.86,Refunded
RE0008828,OR0019296,OL000045033,2023-08-28,Changed Mind,983.2,Refunded
RE0008829,OR0114579,OL000267336,2023-04-09,Price Match,12.69,Refunded
RE0008830,OR0080907,OL000188599,2026-01-12,Duplicate Order,82.07,Refunded
RE0008831,OR0011356,OL000026755,2025-03-30,Quality Issue,23.88,Exchange
RE0008832,OR0045131,OL000105049,2023-06-25,Damaged,79.2,Refunded
RE0008833,OR0111849,OL000260906,2024-08-13,Duplicate Order,90.91,Store Credit
RE0008834,OR0042106,OL000098076,2025-09-21,Late Delivery,89.8,Refunded
RE0008835,OR0036956,OL000086017,2024-07-07,Duplicate Order,221.96,Refunded
RE0008836,OR0053886,OL000125730,2025-12-20,Duplicate Order,52.57,Refunded
RE0008837,OR0073023,OL000170412,2023-10-27,Wrong Item,6.89,Refunded
RE0008838,OR0060669,OL000141628,2025-10-06,Damaged,28.35,Refunded
RE0008839,OR0071226,OL000166247,2025-03-13,Price Match,14.21,Exchange
RE0008840,OR0042470,OL000098896,2023-07-09,Duplicate Order,18.79,Exchange
RE0008841,OR0035458,OL000082611,2023-03-03,Damaged,46.06,Exchange
RE0008842,OR0010488,OL000024672,2025-12-15,Quality Issue,45.31,Refunded
RE0008843,OR0036221,OL000084323,2024-01-15,Late Delivery,2.78,Refunded
RE0008844,OR0006359,OL000014933,2024-08-30,Duplicate Order,8.3,Refunded
RE0008845,OR0080072,OL000186668,2024-02-26,Damaged,28.55,Refunded
RE0008846,OR0094705,OL000220978,2024-06-27,Price Match,41.84,Refunded
RE0008847,OR0051572,OL000120237,2025-02-19,Changed Mind,7.59,Refunded
RE0008848,OR0084205,OL000196333,2025-11-23,Price Match,31.62,Refunded
RE0008849,OR0028892,OL000067462,2023-11-19,Changed Mind,44.57,Exchange
RE0008850,OR0030688,OL000071659,2024-11-03,Quality Issue,75.44,Store Credit
RE0008851,OR0088037,OL000205310,2025-06-10,Wrong Item,174.51,Refunded
RE0008852,OR0069556,OL000162352,2024-04-16,Changed Mind,8.2,Exchange
RE0008853,OR0037179,OL000086574,2024-12-12,Changed Mind,138.19,Refunded
RE0008854,OR0034766,OL000081007,2024-03-10,Late Delivery,20.6,Refunded
RE0008855,OR0126182,OL000294318,2025-02-01,Damaged,42.14,Refunded
RE0008856,OR0024607,OL000057417,2025-08-28,Quality Issue,385.8,Store Credit
RE0008857,OR0061514,OL000143603,2024-07-06,Duplicate Order,690.37,Refunded
RE0008858,OR0112041,OL000261357,2025-04-19,Changed Mind,422.35,Exchange
RE0008859,OR0010804,OL000025418,2024-10-31,Wrong Item,5.46,Refunded
RE0008860,OR0013774,OL000032321,2024-03-28,Quality Issue,1.48,Refunded
RE0008861,OR0110470,OL000257774,2024-12-18,Changed Mind,4.8,Refunded
RE0008862,OR0024002,OL000055975,2025-06-03,Damaged,37.41,Exchange
RE0008863,OR0052254,OL000121862,2024-10-26,Changed Mind,17.56,Refunded
RE0008864,OR0012547,OL000029463,2023-03-11,Quality Issue,15.58,Exchange
RE0008865,OR0022977,OL000053517,2024-11-17,Duplicate Order,46.19,Refunded
RE0008866,OR0009506,OL000022346,2023-04-19,Duplicate Order,17.43,Refunded
RE0008867,OR0061719,OL000144056,2023-06-22,Late Delivery,929.64,Store Credit
RE0008868,OR0076798,OL000179162,2024-06-08,Damaged,428.07,Refunded
RE0008869,OR0019359,OL000045190,2023-08-27,Duplicate Order,184.06,Refunded
RE0008870,OR0072798,OL000169886,2025-06-14,Damaged,7.7,Store Credit
RE0008871,OR0060996,OL000142398,2025-07-01,Changed Mind,732.05,Store Credit
RE0008872,OR0045906,OL000106823,2025-07-29,Changed Mind,5.26,Refunded
RE0008873,OR0015049,OL000035177,2024-06-10,Duplicate Order,5.42,Exchange
RE0008874,OR0122330,OL000285267,2025-11-04,Wrong Item,8.3,Exchange
RE0008875,OR0021048,OL000049139,2025-03-11,Price Match,13.81,Store Credit
RE0008876,OR0097356,OL000227110,2024-05-13,Changed Mind,351.69,Refunded
RE0008877,OR0066938,OL000156350,2023-08-16,Duplicate Order,698.94,Store Credit
