order_id,customer_id,store_id,sales_channel,order_datetime,campaign_id,payment_method,fulfillment_type
OR0069128,CU007633,ST0065,In-Store,2025-03-02 15:34:00,UNKNOWN,PayPal,Standard
OR0069129,CU011723,ST0094,In-Store,2024-08-31 09:58:00,UNKNOWN,Cash,Standard
OR0069130,CU027658,ST0098,In-Store,2025-10-09 14:04:00,UNKNOWN,Credit Card,Standard
OR0069131,CU004017,ONLINE,Online,2024-01-31 15:22:00,UNKNOWN,Credit Card,Standard
OR0069132,CU035390,ST0114,Online,2024-01-09 12:30:00,UNKNOWN,Credit Card,Standard
OR0069133,CU005583,ST0057,Online,2025-09-16 13:51:00,CA00297,Debit Card,Same Day
OR0069134,CU048762,ST0068,Online,2023-11-18 22:00:00,CA00346,Credit Card,Pickup
OR0069135,CU046068,ST0021,In-Store,2024-07-10 12:36:00,UNKNOWN,Credit Card,Standard
OR0069136,CU030545,ONLINE,Mobile App,2024-02-05 13:52:00,UNKNOWN,Debit Card,Standard
OR0069137,CU033129,ST0102,Online,2025-09-20 13:39:00,UNKNOWN,Credit Card,Standard
OR0069138,CU032098,ONLINE,Online,2025-12-16 10:13:00,UNKNOWN,Credit Card,Express
OR0069139,CU023042,ST0118,Mobile App,2025-09-30 16:50:00,UNKNOWN,Gift Card,Standard
OR0069140,CU026396,ST0035,Mobile App,2024-10-20 09:44:00,UNKNOWN,Debit Card,Standard
OR0069141,CU000742,ST0014,Mobile App,2023-03-24 17:04:00,UNKNOWN,Credit Card,Express
OR0069142,CU019789,ONLINE,Online,2025-02-10 18:48:00,UNKNOWN,Credit Card,Standard
OR0069143,CU016368,ST0034,Mobile App,2023-10-31 17:59:00,CA00598,Gift Card,Pickup
OR0069144,CU040809,ST0116,In-Store,2024-02-10 15:41:00,UNKNOWN,Debit Card,Pickup
OR0069145,CU019701,ST0053,Online,2025-11-09 08:40:00,UNKNOWN,Credit Card,Standard
OR0069146,CU013368,ST0079,In-Store,2024-09-02 08:12:00,CA00559,Credit Card,Pickup
OR0069147,CU041381,ST0070,Online,2024-07-14 12:12:00,UNKNOWN,PayPal,Standard
OR0069148,CU006894,ST0087,Online,2023-07-06 14:15:00,UNKNOWN,Credit Card,Express
OR0069149,CU032937,ST0096,Marketplace,2024-11-29 14:17:00,UNKNOWN,PayPal,Standard
OR0069150,CU045534,ST0119,In-Store,2023-10-28 10:34:00,CA00049,PayPal,Express
OR0069151,CU007024,ST0114,Mobile App,2024-10-09 10:19:00,UNKNOWN,Credit Card,Standard
OR0069152,CU030009,ST0077,Online,2025-12-13 19:26:00,UNKNOWN,PayPal,Standard
OR0069153,CU042418,ST0103,In-Store,2025-03-27 11:25:00,UNKNOWN,Cash,Standard
OR0069154,CU013734,ST0056,In-Store,2025-02-04 19:05:00,CA00537,PayPal,Express
OR0069155,CU032563,ST0030,Online,2024-06-15 11:55:00,UNKNOWN,Credit Card,Standard
OR0069156,CU039009,ONLINE,Mobile App,2024-03-19 14:31:00,UNKNOWN,Credit Card,Pickup
OR0069157,CU034352,ST0030,Mobile App,2024-12-17 08:04:00,UNKNOWN,Credit Card,Standard
OR0069158,CU008631,ST0064,Online,2024-10-21 11:06:00,UNKNOWN,PayPal,Standard
OR0069159,CU025053,ONLINE,Marketplace,2025-08-09 15:30:00,CA00115,Cash,Express
OR0069160,CU026830,ST0016,Online,2023-06-26 11:51:00,UNKNOWN,Credit Card,Standard
OR0069161,CU022839,ST0104,Mobile App,2025-03-09 19:41:00,UNKNOWN,Cash,Express
OR0069162,CU009755,ST0013,In-Store,2023-06-20 19:39:00,UNKNOWN,Cash,Standard
OR0069163,CU000507,ST0080,In-Store,2025-07-11 18:40:00,UNKNOWN,Debit Card,Standard
OR0069164,CU014983,ST0049,Mobile App,2025-12-30 10:52:00,CA00057,Credit Card,Standard
OR0069165,CU000304,ST0068,In-Store,2025-02-26 10:13:00,CA00794,Gift Card,Standard
OR0069166,CU001730,ST0089,In-Store,2025-05-31 08:53:00,UNKNOWN,PayPal,Pickup
OR0069167,CU030647,ST0058,Marketplace,2023-12-17 20:49:00,UNKNOWN,Debit Card,Standard
OR0069168,CU038128,ST0081,In-Store,2023-02-06 17:56:00,CA00437,Debit Card,Express
OR0069169,CU030028,ONLINE,Mobile App,2025-10-27 22:36:00,UNKNOWN,Debit Card,Standard
OR0069170,CU041539,ST0021,Online,2023-07-14 15:48:00,UNKNOWN,Credit Card,Standard
OR0069171,CU006304,ST0036,Online,2023-08-26 19:41:00,UNKNOWN,Credit Card,Pickup
OR0069172,CU006799,ST0029,In-Store,2024-02-18 08:18:00,CA00806,Credit Card,Pickup
OR0069173,CU041439,ST0026,Online,2023-11-16 08:15:00,UNKNOWN,Credit Card,Standard
OR0069174,CU019284,ST0057,Online,2024-03-29 12:24:00,UNKNOWN,Cash,Standard
OR0069175,CU020979,ONLINE,Online,2024-03-04 14:45:00,UNKNOWN,PayPal,Standard
OR0069176,CU031491,ST0019,In-Store,2025-01-24 10:18:00,UNKNOWN,Debit Card,Standard
OR0069177,CU035589,ONLINE,Marketplace,2024-02-26 16:55:00,CA00624,Credit Card,Standard
OR0069178,CU015619,ST0052,Online,2023-04-27 18:28:00,CA00283,Credit Card,Standard
OR0069179,CU011518,ST0056,Online,2024-08-29 17:21:00,UNKNOWN,Cash,Standard
OR0069180,CU044421,ST0010,Online,2025-08-20 15:23:00,CA00777,Credit Card,Same Day
OR0069181,CU009253,ST0059,Online,2023-03-27 21:38:00,CA00529,Debit Card,Express
OR0069182,CU026433,ONLINE,Online,2024-07-10 14:51:00,CA00513,Credit Card,Standard
OR0069183,CU013698,ST0055,In-Store,2025-05-09 11:57:00,CA00887,Credit Card,Pickup
OR0069184,CU047674,ONLINE,Mobile App,2025-06-21 20:27:00,CA00659,Credit Card,Standard
OR0069185,CU027080,ST0060,In-Store,2024-11-01 11:58:00,CA00286,Debit Card,Standard
OR0069186,CU028630,ONLINE,Mobile App,2024-02-05 16:10:00,UNKNOWN,Debit Card,Standard
OR0069187,CU002083,ST0056,Online,2025-07-30 18:27:00,CA00756,Credit Card,Standard
OR0069188,CU042531,ONLINE,Online,2023-05-23 18:12:00,CA00497,Cash,Standard
OR0069189,CU001948,ST0091,Online,2025-08-12 17:37:00,CA00785,PayPal,Standard
OR0069190,CU031025,ST0108,Mobile App,2023-07-11 19:23:00,UNKNOWN,Credit Card,Standard
OR0069191,CU030922,ST0049,In-Store,2024-02-10 11:41:00,UNKNOWN,Debit Card,Standard
OR0069192,CU005410,ONLINE,Online,2024-01-30 20:10:00,CA00863,Credit Card,Express
OR0069193,CU038167,ST0044,In-Store,2023-05-30 09:16:00,CA00206,PayPal,Standard
OR0069194,CU018406,ONLINE,Online,2024-06-22 16:48:00,UNKNOWN,Debit Card,Standard
OR0069195,CU017983,ST0026,Online,2025-09-18 18:10:00,UNKNOWN,Cash,Standard
OR0069196,CU011887,ST0037,In-Store,2025-03-08 13:14:00,CA00270,Debit Card,Standard
OR0069197,CU011559,ST0016,Mobile App,2024-08-24 18:21:00,UNKNOWN,Debit Card,Pickup
OR0069198,CU029886,ONLINE,Mobile App,2024-05-28 18:37:00,CA00726,PayPal,Same Day
OR0069199,CU000398,ST0119,In-Store,2025-04-27 09:53:00,CA00681,Cash,Standard
OR0069200,CU001428,ST0105,Marketplace,2024-01-21 12:23:00,UNKNOWN,PayPal,Standard
OR0069201,CU006607,ST0098,In-Store,2024-08-31 18:40:00,UNKNOWN,PayPal,Standard
OR0069202,CU008031,ONLINE,Mobile App,2025-11-28 15:47:00,UNKNOWN,Cash,Standard
OR0069203,CU024197,ST0108,Online,2025-04-09 17:51:00,UNKNOWN,Credit Card,Pickup
OR0069204,CU020618,ST0051,Marketplace,2025-09-07 10:46:00,UNKNOWN,Cash,Standard
OR0069205,CU010028,ONLINE,Online,2024-12-22 08:38:00,UNKNOWN,PayPal,Pickup
OR0069206,CU017538,ONLINE,Marketplace,2024-07-01 22:14:00,UNKNOWN,Gift Card,Same Day
OR0069207,CU033172,ST0091,In-Store,2024-02-18 21:07:00,UNKNOWN,Debit Card,Standard
OR0069208,CU030428,ST0077,Online,2025-03-28 08:42:00,UNKNOWN,Credit Card,Standard
OR0069209,CU045494,ST0052,Mobile App,2025-01-18 08:49:00,UNKNOWN,Credit Card,Express
OR0069210,CU049831,ST0056,Marketplace,2024-11-17 09:59:00,CA00657,Credit Card,Standard
OR0069211,CU021739,ST0037,Online,2023-12-03 10:35:00,CA00185,Credit Card,Express
OR0069212,CU016394,ST0043,Marketplace,2023-10-21 18:37:00,UNKNOWN,Credit Card,Standard
OR0069213,CU004247,ST0088,Online,2024-04-24 09:27:00,UNKNOWN,PayPal,Express
OR0069214,CU017265,ST0085,Marketplace,2025-10-21 20:03:00,CA00735,Credit Card,Standard
OR0069215,CU012308,ST0106,Online,2025-12-05 19:46:00,UNKNOWN,PayPal,Standard
OR0069216,CU008709,ST0053,In-Store,2025-11-05 22:11:00,CA00642,Credit Card,Same Day
OR0069217,CU005197,ST0083,In-Store,2025-08-18 11:42:00,UNKNOWN,PayPal,Standard
OR0069218,CU026065,ONLINE,Online,2024-02-21 12:27:00,UNKNOWN,Cash,Express
OR0069219,CU015706,ST0010,In-Store,2025-03-03 19:43:00,UNKNOWN,Cash,Standard
OR0069220,CU004240,ONLINE,Mobile App,2025-05-02 12:39:00,CA00253,PayPal,Standard
OR0069221,CU011746,ST0067,In-Store,2023-04-05 10:59:00,UNKNOWN,Gift Card,Pickup
OR0069222,CU003656,ONLINE,Online,2025-03-29 22:13:00,UNKNOWN,Debit Card,Standard
OR0069223,CU015654,ONLINE,Mobile App,2023-10-15 18:25:00,UNKNOWN,Cash,Pickup
OR0069224,CU023399,ST0029,Mobile App,2024-02-09 11:30:00,UNKNOWN,Credit Card,Standard
OR0069225,CU008856,ONLINE,Mobile App,2025-09-18 12:43:00,UNKNOWN,Credit Card,Standard
OR0069226,CU002884,ST0011,In-Store,2025-09-27 13:58:00,UNKNOWN,Credit Card,Express
OR0069227,CU019338,ST0075,Online,2024-12-28 20:07:00,UNKNOWN,Debit Card,Standard
OR0069228,CU024846,ONLINE,Online,2023-10-31 10:52:00,UNKNOWN,Credit Card,Standard
OR0069229,CU037424,ST0085,Online,2023-11-18 13:27:00,UNKNOWN,Gift Card,Standard
OR0069230,CU042466,ST0059,Marketplace,2023-07-23 18:49:00,UNKNOWN,PayPal,Pickup
OR0069231,CU002492,ST0116,Online,2023-06-25 15:07:00,UNKNOWN,Credit Card,Express
OR0069232,CU001403,ONLINE,Online,2025-02-04 11:23:00,UNKNOWN,Debit Card,Standard
OR0069233,CU045480,ST0049,Mobile App,2024-03-23 10:08:00,UNKNOWN,Cash,Standard
OR0069234,CU010764,ST0097,Online,2024-07-22 18:20:00,UNKNOWN,Credit Card,Standard
OR0069235,CU048925,ST0074,Online,2024-08-12 08:42:00,CA00631,Credit Card,Standard
OR0069236,CU040357,ST0101,In-Store,2023-06-08 14:10:00,UNKNOWN,Cash,Same Day
OR0069237,CU013755,ST0049,Online,2025-12-21 09:29:00,UNKNOWN,Debit Card,Standard
OR0069238,CU006891,ST0091,Mobile App,2025-06-15 14:30:00,CA00009,PayPal,Pickup
OR0069239,CU040595,ST0098,In-Store,2023-09-26 09:01:00,UNKNOWN,Credit Card,Standard
OR0069240,CU043982,ONLINE,Marketplace,2024-10-21 19:39:00,UNKNOWN,Credit Card,Express
OR0069241,CU037926,ST0068,Mobile App,2023-08-10 14:24:00,CA00809,Credit Card,Express
OR0069242,CU024810,ST0008,Online,2024-06-23 13:04:00,UNKNOWN,Debit Card,Standard
OR0069243,CU015813,ST0064,In-Store,2023-10-28 15:12:00,UNKNOWN,Credit Card,Pickup
OR0069244,CU010815,ONLINE,Marketplace,2023-03-15 18:52:00,UNKNOWN,Credit Card,Express
OR0069245,CU008906,ST0022,In-Store,2024-08-22 18:29:00,CA00792,Credit Card,Express
OR0069246,CU048886,ST0005,In-Store,2023-08-21 15:50:00,CA00177,Gift Card,Pickup
OR0069247,CU042141,ONLINE,Online,2024-05-28 11:52:00,CA00722,Cash,Standard
OR0069248,CU032116,ST0059,Online,2024-06-05 10:32:00,CA00670,Credit Card,Standard
OR0069249,CU031904,ST0097,In-Store,2024-12-22 16:14:00,UNKNOWN,Credit Card,Pickup
OR0069250,CU036055,ST0004,Mobile App,2024-05-08 19:26:00,UNKNOWN,Cash,Express
OR0069251,CU021956,ST0021,Online,2023-12-18 13:27:00,CA00854,Credit Card,Express
OR0069252,CU003260,ST0003,Mobile App,2024-04-26 20:18:00,UNKNOWN,PayPal,Standard
OR0069253,CU030789,ST0045,Online,2024-04-10 21:11:00,UNKNOWN,Cash,Standard
OR0069254,CU012314,ST0082,In-Store,2023-06-23 21:58:00,CA00716,Debit Card,Standard
OR0069255,CU046004,ST0031,Online,2024-03-05 13:39:00,CA00031,Gift Card,Express
OR0069256,CU026623,ST0024,Mobile App,2024-11-02 13:32:00,UNKNOWN,Credit Card,Standard
OR0069257,CU020202,ST0102,Online,2023-04-14 20:58:00,UNKNOWN,Credit Card,Standard
OR0069258,CU038753,ST0084,Marketplace,2024-11-13 12:04:00,UNKNOWN,Debit Card,Express
OR0069259,CU027434,ST0011,Online,2023-12-08 15:16:00,UNKNOWN,Debit Card,Express
OR0069260,CU037310,ONLINE,Mobile App,2024-04-13 09:56:00,UNKNOWN,PayPal,Standard
OR0069261,CU022889,ST0059,Online,2023-10-23 15:40:00,UNKNOWN,Credit Card,Standard
OR0069262,CU013029,ST0079,In-Store,2025-10-29 08:05:00,UNKNOWN,Gift Card,Standard
OR0069263,CU000324,ONLINE,Mobile App,2024-11-05 16:33:00,UNKNOWN,Credit Card,Express
OR0069264,CU002369,ST0091,In-Store,2023-07-14 12:38:00,UNKNOWN,Credit Card,Pickup
OR0069265,CU007188,ST0023,In-Store,2023-04-01 17:06:00,CA00594,Gift Card,Pickup
OR0069266,CU002941,ST0025,Marketplace,2025-07-22 18:21:00,UNKNOWN,PayPal,Standard
OR0069267,CU043189,ONLINE,Online,2024-11-02 20:07:00,CA00189,Credit Card,Standard
OR0069268,CU025026,ST0070,Marketplace,2023-07-20 13:40:00,UNKNOWN,Debit Card,Express
OR0069269,CU022615,ST0006,Online,2023-07-22 18:06:00,CA00683,Credit Card,Express
OR0069270,CU029399,ONLINE,Online,2024-05-22 10:17:00,UNKNOWN,Credit Card,Standard
OR0069271,CU017765,ST0071,In-Store,2023-10-13 21:38:00,UNKNOWN,Credit Card,Express
OR0069272,CU010850,ST0075,In-Store,2023-08-28 13:55:00,UNKNOWN,Credit Card,Pickup
OR0069273,CU048671,ST0046,In-Store,2024-04-02 22:10:00,UNKNOWN,Credit Card,Express
OR0069274,CU049232,ST0071,Marketplace,2024-06-26 20:44:00,CA00290,Debit Card,Pickup
OR0069275,CU026114,ONLINE,Online,2024-09-26 22:45:00,UNKNOWN,PayPal,Standard
OR0069276,CU016708,ST0020,Online,2025-09-05 18:15:00,UNKNOWN,Credit Card,Standard
OR0069277,CU049428,ST0030,Online,2024-07-20 18:50:00,UNKNOWN,Debit Card,Standard
OR0069278,CU025937,ONLINE,Mobile App,2025-09-21 08:22:00,UNKNOWN,Gift Card,Standard
OR0069279,CU009284,ST0012,Online,2024-03-11 20:42:00,UNKNOWN,Credit Card,Same Day
OR0069280,CU026633,ST0075,Online,2025-10-24 18:16:00,UNKNOWN,PayPal,Standard
OR0069281,CU015267,ST0069,Mobile App,2024-10-09 08:24:00,CA00091,Credit Card,Express
OR0069282,CU018233,ONLINE,Mobile App,2025-06-07 20:50:00,CA00147,Gift Card,Standard
OR0069283,CU008717,ST0116,In-Store,2024-12-26 13:07:00,UNKNOWN,Credit Card,Pickup
OR0069284,CU022995,ONLINE,Online,2023-07-11 14:49:00,UNKNOWN,Debit Card,Pickup
OR0069285,CU042041,ST0023,In-Store,2024-12-03 14:09:00,UNKNOWN,Credit Card,Express
OR0069286,CU021644,ST0105,In-Store,2025-08-05 21:25:00,UNKNOWN,Credit Card,Pickup
OR0069287,CU010412,ST0074,In-Store,2024-07-08 17:39:00,UNKNOWN,PayPal,Same Day
OR0069288,CU044942,ONLINE,Mobile App,2025-06-06 22:56:00,UNKNOWN,Credit Card,Standard
OR0069289,CU018709,ONLINE,Online,2024-06-10 18:28:00,UNKNOWN,PayPal,Express
OR0069290,CU045550,ST0032,Mobile App,2025-11-30 10:13:00,CA00850,Debit Card,Express
OR0069291,CU004788,ST0106,In-Store,2025-07-23 15:04:00,UNKNOWN,Credit Card,Standard
OR0069292,CU004117,ONLINE,Mobile App,2025-01-11 21:10:00,UNKNOWN,PayPal,Pickup
OR0069293,CU000709,ST0098,Online,2025-09-08 21:58:00,UNKNOWN,Credit Card,Standard
OR0069294,CU012428,ST0080,Marketplace,2025-01-16 09:38:00,UNKNOWN,Debit Card,Standard
OR0069295,CU019989,ST0059,Online,2025-03-26 21:05:00,UNKNOWN,Cash,Standard
OR0069296,CU035636,ST0031,In-Store,2023-07-30 19:31:00,UNKNOWN,Credit Card,Standard
OR0069297,CU014309,ST0063,Online,2023-06-26 12:31:00,UNKNOWN,Credit Card,Standard
OR0069298,CU028377,ST0040,Online,2023-03-16 11:22:00,CA00053,Credit Card,Express
OR0069299,CU028723,ST0028,In-Store,2023-03-14 17:32:00,UNKNOWN,Credit Card,Pickup
OR0069300,CU011685,ST0107,In-Store,2024-04-24 14:20:00,CA00229,PayPal,Pickup
OR0069301,CU017038,ST0099,In-Store,2024-02-06 18:11:00,UNKNOWN,Credit Card,Standard
OR0069302,CU013801,ST0020,In-Store,2023-09-01 18:41:00,UNKNOWN,Debit Card,Pickup
OR0069303,CU044975,ST0021,In-Store,2023-06-23 22:14:00,UNKNOWN,Credit Card,Standard
OR0069304,CU003161,ONLINE,Online,2025-10-03 20:55:00,UNKNOWN,Credit Card,Standard
OR0069305,CU005611,ST0096,Online,2024-08-24 17:45:00,UNKNOWN,Debit Card,Express
OR0069306,CU039107,ST0004,Mobile App,2025-12-04 20:36:00,UNKNOWN,Credit Card,Express
OR0069307,CU009827,ST0095,Online,2024-01-26 20:30:00,CA00631,Credit Card,Standard
OR0069308,CU003254,ONLINE,Mobile App,2024-12-17 20:09:00,UNKNOWN,PayPal,Standard
OR0069309,CU040421,ST0086,Online,2023-11-23 13:15:00,CA00531,PayPal,Same Day
OR0069310,CU046127,ST0073,In-Store,2024-05-29 08:44:00,CA00697,Credit Card,Pickup
OR0069311,CU003566,ST0089,Mobile App,2024-08-24 18:58:00,CA00865,Credit Card,Standard
OR0069312,CU009945,ST0120,Mobile App,2023-03-19 16:56:00,UNKNOWN,Credit Card,Pickup
OR0069313,CU041015,ONLINE,Online,2023-09-07 17:06:00,CA00167,Cash,Standard
OR0069314,CU038720,ST0074,Online,2025-11-06 12:26:00,UNKNOWN,Credit Card,Standard
OR0069315,CU046822,ONLINE,Online,2024-07-04 13:31:00,UNKNOWN,Credit Card,Pickup
OR0069316,CU043904,ST0055,In-Store,2024-05-10 22:45:00,UNKNOWN,Credit Card,Standard
OR0069317,CU042530,ST0047,Online,2025-07-03 20:01:00,UNKNOWN,Credit Card,Standard
OR0069318,CU043625,ST0119,Mobile App,2024-07-03 12:46:00,UNKNOWN,Debit Card,Standard
OR0069319,CU025474,ONLINE,Online,2025-02-06 08:10:00,UNKNOWN,Credit Card,Express
OR0069320,CU027416,ST0094,In-Store,2024-02-23 19:30:00,UNKNOWN,PayPal,Express
OR0069321,CU040728,ONLINE,Online,2024-11-19 15:09:00,UNKNOWN,PayPal,Standard
OR0069322,CU014580,ST0066,In-Store,2024-01-01 18:52:00,CA00237,Credit Card,Express
OR0069323,CU017202,ONLINE,Marketplace,2025-03-19 17:23:00,UNKNOWN,Credit Card,Standard
OR0069324,CU015321,ST0021,Online,2024-07-25 12:03:00,UNKNOWN,PayPal,Standard
OR0069325,CU020699,ST0013,Mobile App,2025-07-25 18:35:00,CA00266,Gift Card,Same Day
OR0069326,CU006136,ONLINE,Mobile App,2025-05-10 16:32:00,UNKNOWN,Credit Card,Standard
OR0069327,CU020035,ONLINE,Mobile App,2023-10-22 16:08:00,UNKNOWN,Credit Card,Standard
OR0069328,CU027549,ST0081,Mobile App,2025-08-16 11:47:00,UNKNOWN,Credit Card,Pickup
OR0069329,CU039722,ST0002,Online,2024-06-26 20:26:00,UNKNOWN,Cash,Standard
OR0069330,CU002619,ST0017,Mobile App,2025-08-19 11:16:00,CA00336,Debit Card,Express
OR0069331,CU026439,ST0074,Online,2025-07-30 21:40:00,UNKNOWN,Credit Card,Standard
OR0069332,CU041835,ST0041,In-Store,2023-11-04 22:48:00,UNKNOWN,Credit Card,Express
OR0069333,CU040088,ST0068,In-Store,2025-08-04 21:57:00,CA00352,Credit Card,Standard
OR0069334,CU037069,ONLINE,Online,2023-10-28 14:15:00,UNKNOWN,Debit Card,Express
OR0069335,CU048396,ONLINE,Online,2025-08-20 12:54:00,CA00652,Credit Card,Standard
OR0069336,CU010564,ST0098,Marketplace,2024-08-30 22:58:00,UNKNOWN,Debit Card,Express
OR0069337,CU027303,ONLINE,Mobile App,2024-07-26 16:21:00,CA00384,Credit Card,Pickup
OR0069338,CU027364,ST0112,In-Store,2025-09-10 22:41:00,UNKNOWN,Debit Card,Pickup
OR0069339,CU040070,ST0070,In-Store,2025-12-30 09:58:00,UNKNOWN,PayPal,Standard
OR0069340,CU002509,ST0077,Mobile App,2023-10-16 20:47:00,UNKNOWN,Credit Card,Pickup
OR0069341,CU043795,ST0095,In-Store,2024-11-10 18:54:00,UNKNOWN,Credit Card,Express
OR0069342,CU023157,ST0114,Online,2024-07-09 19:37:00,CA00846,Credit Card,Express
OR0069343,CU034558,ST0117,In-Store,2025-01-23 20:44:00,CA00757,Credit Card,Same Day
OR0069344,CU029280,ST0030,In-Store,2024-06-13 15:32:00,UNKNOWN,Gift Card,Express
OR0069345,CU047561,ST0103,In-Store,2025-10-31 09:28:00,CA00718,Debit Card,Pickup
OR0069346,CU013343,ST0096,Online,2023-03-24 09:45:00,UNKNOWN,Credit Card,Pickup
OR0069347,CU040735,ST0041,Online,2024-08-12 15:41:00,CA00345,Credit Card,Standard
OR0069348,CU039027,ST0014,Mobile App,2023-07-27 22:58:00,UNKNOWN,Credit Card,Express
OR0069349,CU028627,ST0064,In-Store,2024-07-03 22:41:00,CA00417,Credit Card,Express
OR0069350,CU004644,ST0011,Online,2024-10-09 09:19:00,UNKNOWN,Gift Card,Same Day
OR0069351,CU026809,ST0078,In-Store,2024-11-29 16:09:00,UNKNOWN,Debit Card,Standard
OR0069352,CU007660,ST0075,In-Store,2025-11-09 18:03:00,CA00108,Credit Card,Standard
OR0069353,CU011019,ST0032,Marketplace,2024-10-12 15:34:00,UNKNOWN,Cash,Express
OR0069354,CU000991,ONLINE,Mobile App,2025-09-19 18:25:00,UNKNOWN,Credit Card,Standard
OR0069355,CU048985,ONLINE,Online,2025-03-21 08:47:00,UNKNOWN,Credit Card,Standard
OR0069356,CU026503,ST0052,In-Store,2024-06-25 16:35:00,CA00283,PayPal,Pickup
OR0069357,CU012885,ST0036,In-Store,2025-05-01 17:50:00,UNKNOWN,Credit Card,Express
OR0069358,CU009678,ONLINE,Mobile App,2025-03-17 19:10:00,CA00748,Credit Card,Standard
OR0069359,CU007592,ST0070,In-Store,2023-08-19 18:29:00,CA00462,Cash,Standard
OR0069360,CU009185,ST0032,In-Store,2025-10-06 20:52:00,UNKNOWN,Debit Card,Standard
OR0069361,CU033161,ST0114,Mobile App,2025-08-05 15:31:00,CA00248,Debit Card,Standard
OR0069362,CU027798,ONLINE,Online,2024-08-17 09:48:00,UNKNOWN,Debit Card,Standard
OR0069363,CU023411,ST0092,Mobile App,2023-11-07 08:43:00,UNKNOWN,Debit Card,Standard
OR0069364,CU042799,ST0116,Online,2023-08-29 22:46:00,CA00886,Cash,Express
OR0069365,CU007333,ST0039,Online,2025-07-05 16:20:00,UNKNOWN,Cash,Standard
OR0069366,CU003166,ST0067,In-Store,2024-06-30 16:10:00,UNKNOWN,Debit Card,Standard
OR0069367,CU007351,ST0109,Mobile App,2024-11-28 10:37:00,CA00488,Credit Card,Pickup
OR0069368,CU014735,ST0052,In-Store,2023-08-01 12:23:00,CA00208,Debit Card,Express
OR0069369,CU027054,ST0107,Mobile App,2025-02-21 20:59:00,UNKNOWN,PayPal,Pickup
OR0069370,CU014135,ONLINE,Online,2023-11-11 22:54:00,UNKNOWN,Credit Card,Express
OR0069371,CU012681,ONLINE,Mobile App,2023-03-07 19:27:00,UNKNOWN,Credit Card,Express
OR0069372,CU032249,ST0012,Marketplace,2024-01-31 20:39:00,UNKNOWN,Credit Card,Standard
OR0069373,CU011784,ST0094,In-Store,2025-06-14 09:15:00,CA00790,PayPal,Express
OR0069374,CU033723,ST0110,In-Store,2023-07-19 18:59:00,UNKNOWN,PayPal,Express
OR0069375,CU025777,ST0076,Mobile App,2024-04-25 14:03:00,UNKNOWN,Debit Card,Express
OR0069376,CU040428,ST0037,Online,2025-07-27 22:12:00,UNKNOWN,Credit Card,Express
OR0069377,CU025782,ST0013,Mobile App,2025-09-28 13:22:00,UNKNOWN,PayPal,Standard
OR0069378,CU026421,ST0102,Online,2024-02-22 16:29:00,UNKNOWN,Credit Card,Standard
OR0069379,CU042905,ST0030,Online,2025-03-14 17:08:00,UNKNOWN,Credit Card,Standard
OR0069380,CU007325,ST0100,In-Store,2025-09-10 11:07:00,CA00128,Credit Card,Standard
OR0069381,CU007225,ST0069,In-Store,2023-10-17 08:24:00,UNKNOWN,PayPal,Standard
OR0069382,CU003827,ONLINE,Online,2025-08-26 13:58:00,UNKNOWN,PayPal,Express
OR0069383,CU032306,ST0061,In-Store,2025-10-26 13:35:00,UNKNOWN,PayPal,Same Day
OR0069384,CU037925,ONLINE,Online,2024-12-14 22:08:00,UNKNOWN,PayPal,Pickup
OR0069385,CU029893,ST0111,In-Store,2025-04-17 18:51:00,UNKNOWN,Credit Card,Express
OR0069386,CU009517,ST0077,Online,2024-05-14 18:27:00,CA00855,Credit Card,Express
OR0069387,CU031521,ST0023,Mobile App,2024-02-10 19:26:00,UNKNOWN,Debit Card,Express
OR0069388,CU018419,ONLINE,Mobile App,2024-04-15 08:06:00,CA00216,PayPal,Express
OR0069389,CU014094,ST0092,Mobile App,2025-06-13 21:34:00,UNKNOWN,PayPal,Standard
OR0069390,CU012696,ST0119,In-Store,2023-09-22 20:51:00,UNKNOWN,Cash,Standard
OR0069391,CU048448,ST0083,In-Store,2023-04-11 15:04:00,CA00041,PayPal,Standard
OR0069392,CU025536,ST0067,In-Store,2025-03-08 08:38:00,CA00123,Credit Card,Standard
OR0069393,CU025569,ST0055,Online,2025-04-12 16:26:00,UNKNOWN,Credit Card,Standard
OR0069394,CU004267,ST0093,Mobile App,2023-01-07 22:45:00,UNKNOWN,PayPal,Same Day
OR0069395,CU031481,ST0093,Online,2024-09-03 16:01:00,UNKNOWN,PayPal,Express
OR0069396,CU025387,ONLINE,Online,2023-07-06 11:28:00,CA00005,Debit Card,Standard
OR0069397,CU007593,ST0112,Online,2023-09-22 13:35:00,UNKNOWN,Credit Card,Standard
OR0069398,CU035683,ST0018,Online,2025-06-06 20:25:00,CA00050,PayPal,Express
OR0069399,CU032017,ST0038,Mobile App,2025-02-16 22:24:00,CA00674,Credit Card,Standard
OR0069400,CU013370,ST0028,Online,2024-09-18 10:45:00,UNKNOWN,Credit Card,Standard
OR0069401,CU027829,ST0093,Online,2023-04-06 13:38:00,UNKNOWN,Debit Card,Pickup
OR0069402,CU032363,ONLINE,Mobile App,2023-06-04 09:57:00,UNKNOWN,PayPal,Standard
OR0069403,CU030301,ST0090,Online,2025-10-11 13:19:00,UNKNOWN,Debit Card,Standard
